img,name,processor,cores,ram,storage,graphics_card,screen_size,os,warranty,rating,score,price,threads,disk_type,screen_size,screen_pixels,has_touchScreen
https://cdn1.smartprix.com/rx-iSLJgWrfs-w280-h280/asus-proart-px13-ole.webp,Asus ProArt PX13 OLED HN7306WU-LX001WS Creator Laptop,AMD Ryzen AI 9 365,10 Cores (4P + 6E),24 GB LPDDR5X RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,4.7,71,159990, 20 Threads,SSD,13.3 inches, 2880 x 1800 pixels,1
https://cdn1.smartprix.com/rx-ijFGPP2zL-w280-h280/msi-cyborg-14-a13ve.webp,MSI Cyborg 14 A13VE-201IN Gaming Laptop,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16 GB DDR5 RAM,512 GB  ,6 GB Nvidia GeForce RTX 4050,"14 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty,4.2,69,96990, 16 Threads,SSD,14 inches, 1920 x 1200 pixels,0
https://cdn1.smartprix.com/rx-i5bRnlKJh-w280-h280/asus-vivobook-go-15.webp,Asus Vivobook Go 15 E1504FA-NJ549WS Laptop,7th Gen AMD Ryzen 5 7520U,Quad Core,16 GB LPDDR5 RAM,512 GB  ,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.4,51,39950, 8 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-ipRJoWJFv-w280-h280/msi-creator-z17-hx-s.webp,MSI Creator Z17 HX Studio A14VGT-405IN Creator Laptop,14th Gen Intel Core i7 14700HX,20 Cores (8P + 12E),32 GB DDR5 RAM,2 TB  ,8 GB NVIDIA GeForce RTX 4070,"17 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,2 Year Warranty,4.2,93,269990, 28 Threads,SSD,17 inches, 2560 x 1600 pixels,1
https://cdn1.smartprix.com/rx-iFyjcN6D3-w280-h280/msi-modern-14-c12mo.webp,MSI Modern 14 C12MO-1213IN Laptop,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8 GB RAM,512 GB  ,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.05,48,31050, 8 Threads,SSD,14 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iyMiizBPa-w280-h280/hp-zbook-power-g11-a.webp,HP ZBook Power G11 A8WM4PT Laptop,Intel Core Ultra 9 Series 1 185H,16 Cores (6P + 8E + 2LP-E),32 GB DDR5 RAM,1 TB  ,8 GB NVIDIA RTX 2000 Ada,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty,4.2,83,242999, 22 Threads,SSD,16 inches, 1920 x 1200 pixels,0
https://cdn1.smartprix.com/rx-izw4Vj1G4-w280-h280/hp-15-fd0061tu-lapto.webp,HP 15-fd0061TU Laptop,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8 GB RAM,512 GB  ,Intel Integrated Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.7,48,33990, 8 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iYs12l2xu-w280-h280/asus-vivobook-15-x15.webp,Asus VivoBook 15 X1504ZA-NJ341W Laptop,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),16 GB DDR4 RAM,512 GB  ,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.5,55,35790, 8 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-ixlXWEByt-w280-h280/hp-15-fd0070tu-lapto.webp,HP 15-fd0070TU Laptop,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),8 GB RAM,512 GB  ,Intel Integrated Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.3,51,49499, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i1Ze76sOl-w280-h280/hp-victus-15-fa1278t.webp,HP Victus 15-fa1278TX Gaming Laptop,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.3,60,76199, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iDlowbBvy-w280-h280/apple-macbook-air-m2.webp,Apple MacBook Air M2 2022 MLY43HN/A Laptop,Apple M2,Octa Core,16 GB Unified Memory RAM,1 TB  ,10-Core GPU,"13.6 inches, 2560 x 1664 pixels",Mac OS,1 Year Warranty,4.15,47,159900,,SSD,13.6 inches, 2560 x 1664 pixels,0
https://cdn1.smartprix.com/rx-iiT0w46tE-w280-h280/infinix-inbook-y3-ma.webp,Infinix INBook Y3 Max Series YL613 Laptop,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),16 GB LPDDR4X RAM,256 GB  ,Intel Integrated UHD,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty,4.4,48,31990, 8 Threads,SSD,16 inches, 1920 x 1200 pixels,0
https://cdn1.smartprix.com/rx-ibPr3x6A4-w280-h280/dell-inspiron-14-plu.webp,Dell Inspiron 14 Plus OIN7441200101RINU1 AI Laptop,Qualcomm Snapdragon X Plus X1P-64-100,10 Cores,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,"14 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,4.55,56,84990,,SSD,14 inches, 2560 x 1600 pixels,1
https://cdn1.smartprix.com/rx-iNRDAyTDR-w280-h280/dell-inspiron-5445-l.webp,Dell Inspiron 5445 Laptop,8th Gen AMD Ryzen 5 8540U,Hexa Core,16 GB DDR5 RAM,512 GB  ,AMD Radeon Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty,4.6,64,57490, 12 Threads,SSD,14 inches, 1920 x 1200 pixels,0
https://cdn1.smartprix.com/rx-iJ4DMFKfH-w280-h280/dell-inspiron-5445-l.webp,Dell Inspiron 5445 Laptop,8th Gen AMD Ryzen 7 8840U,Octa Core,16 GB DDR5 RAM,1 TB  ,AMD Radeon Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty,4.1,61,66990, 16 Threads,SSD,14 inches, 1920 x 1200 pixels,0
https://cdn1.smartprix.com/rx-iVQ2IRowv-w280-h280/acer-swift-go-14-sfg.webp,Acer Swift Go 14 SFG14-41 NX.KG3SI.007 Laptop,7th Gen AMD Ryzen 7 7730U,Octa Core,16 GB RAM,512 GB  ,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.0,62,52999, 16 Threads,SSD,14 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i29NbnTae-w280-h280/apple-macbook-air-13.webp,Apple MacBook Air 13 2024 Laptop,Apple M3,Octa Core (4P + 4E),16 GB RAM,256 GB  ,Apple 10 Core GPU,"13.6 inches, 2560 x 1664 pixels",Mac OS,1 Year Warranty,4.05,47,109990,,SSD,13.6 inches, 2560 x 1664 pixels,0
https://cdn1.smartprix.com/rx-inPOVhTT9-w280-h280/hp-255-g9-8m397pa-la.webp,HP 255 G9 8M397PA Laptop,5th Gen AMD Ryzen 5 5625U,Hexa Core,8 GB RAM,512 GB  ,AMD Radeon Graphics,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty,4.5,52,34990, 12 Threads,SSD,14.1 inches, 1366 x 768 pixels,0
https://cdn1.smartprix.com/rx-i7NZQkiwN-w280-h280/msi-stealth-18-merce.webp,MSI Stealth 18 Mercedes AMG Motorsport Gaming Laptop,Intel Core Ultra 9 Series 1 185H,16 Cores (6P + 8E + 2LP-E),32 GB DDR5 RAM,1 TB  ,12 GB NVIDIA GeForce RTX 4080,"18 inches, 3840 x 2400 pixels",Windows 11 OS,2 Year Warranty,4.0,92,319990, 22 Threads,SSD,18 inches, 3840 x 2400 pixels,0
https://cdn1.smartprix.com/rx-iEbBG7PFP-w280-h280/msi-modern-14-c12mo.webp,MSI Modern 14 C12MO-1212IN Laptop,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),16 GB RAM,512 GB  ,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.2,52,45290, 12 Threads,SSD,14 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iFSAuNBzu-w280-h280/msi-modern-15-b12mo.webp,MSI Modern 15 B12MO-1006IN Laptop,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.1,60,45990, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i8SiCU5T0-w280-h280/msi-modern-15-b12mo.webp,MSI Modern 15 B12MO-1007IN Laptop,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.75,59,44490, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iTJLjXvEo-w280-h280/msi-modern-15-b13ve.webp,MSI Modern 15 B13VE-2089IN Laptop,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty,4.65,68,82990, 16 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iNPbbS6Eu-w280-h280/lenovo-v15-g4-83cq00.webp,Lenovo V15 G4 ‎83CQ0006IN Laptop,7th Gen AMD Ryzen 3 7320U,Quad Core,8 GB LPDDR5 RAM,512 GB  ,Integrated AMD Radeon 610M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.55,54,27899, 8 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i3KnqK5Hg-w280-h280/hp-15-fd0129tu-lapto.webp,HP 15-fd0129TU Laptop,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.55,55,36990, 8 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-imroP0Wqc-w280-h280/asus-vivobook-s15-ol.webp,Asus Vivobook S15 OLED S5504VA-MA943WS Laptop,13th Gen Intel Core i9 13900H,14 Cores (6P + 8E),16 GB LPDDR5 RAM,512 GB  ,Intel Iris Xe Graphics,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty,4.75,65,81990, 20 Threads,SSD,15.6 inches, 2880 x 1620 pixels,0
https://cdn1.smartprix.com/rx-i5gVzq1nL-w280-h280/lenovo-thinkpad-e14.webp,Lenovo ThinkPad E14 21JKS0X900 Laptop,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),16 GB DDR4 RAM,1 TB  ,Intel Iris Xe Graphics comes,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty,4.3,66,74990, 12 Threads,SSD,14 inches, 1920 x 1200 pixels,0
https://cdn1.smartprix.com/rx-iP2z8I865-w280-h280/lenovo-loq-2024-83gs.webp,Lenovo LOQ 2024 83GS0098IN Gaming Laptop,12th Gen Intel Core i5 12450HX,Octa Core (4P + 4E),24 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.1,66,69990, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iTB7ztoGk-w280-h280/hp-victus-15-fa1321t.webp,HP Victus 15-fa1321TX Gaming Laptop,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.45,65,87500, 16 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iiUG50dPR-w280-h280/asus-tuf-gaming-a15.webp,Asus TUF Gaming A15 FA506NCR-HN075WS Laptop,7th Gen AMD Ryzen 7 7435HS,Octa Core,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.7,70,65990, 16 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iTx4gJVxW-w280-h280/asus-tianxuan-air-20.webp,Asus Tianxuan Air 2024 Gaming Laptop,AMD Ryzen AI 9,,32 GB RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty,4.25,47,109670,,SSD,14 inches, 2560 x 1600 pixels,0
https://cdn1.smartprix.com/rx-i10OpbNbx-w280-h280/msi-modern-14-c12mo.webp,MSI Modern 14 C12MO-1211IN Laptop,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),16 GB RAM,512 GB  ,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.15,55,44200, 12 Threads,SSD,14 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i8ciYKUqH-w280-h280/lenovo-ideapad-slim.webp,Lenovo IdeaPad Slim 5 16IMH9 83DC003GIN Laptop,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),16 GB LPDDR5 RAM,512 GB  ,Intel Arc Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty,4.1,47,70990, 18 Threads,SSD,16 inches, 1920 x 1200 pixels,0
https://cdn1.smartprix.com/rx-itGCAUK3l-w280-h280/acer-travelmate-tmp2.webp,Acer TravelMate TMP214-54 Business Laptop,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),8 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.6,61,53290, 12 Threads,SSD,14 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iyR68H5fw-w280-h280/acer-predator-helios.webp,Acer Predator Helios 16 NH.QNXSI.004 Gaming Laptop,14th Gen Intel Core i7 14700HX,20 Cores (8P + 12E),16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4070,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty,4.5,80,189990, 28 Threads,SSD,16 inches, 2560 x 1600 pixels,0
https://cdn1.smartprix.com/rx-iW7dwSzMw-w280-h280/asus-tuf-gaming-a15.webp,Asus TUF Gaming A15 FA506NFR-HN045W Laptop,7th Gen AMD Ryzen 7 7435HS,Octa Core,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.35,63,56990, 16 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i1uwBOjec-w280-h280/acer-nitro-v-anv15-4.webp,Acer Nitro V ANV15-41 UN.QPFSI.002 Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,Hexa Core,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.7,68,64990, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iNI96kt2f-w280-h280/lenovo-ideapad-1-15a.webp,Lenovo IdeaPad 1 15ALC7 82R400EFIN Laptop,5th Gen AMD Ryzen 7 5700U,Octa Core,16 GB DDR4 RAM,512 GB  ,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.05,57,42850, 16 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iagcPYCXe-w280-h280/lenovo-loq-2024-15ia.webp,Lenovo LOQ 2024 15IAX9 83GS00CKIN Gaming Laptop,12th Gen Intel Core i5 12450HX,Octa Core (4P + 4E),24 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.35,65,62990, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iKQG0uB0w-w280-h280/thomson-neo-series-i.webp,Thomson Neo Series IN-PX14C Laptop,Intel Celeron N4020,Dual Core,4 GB LPDDR4 RAM,128 GB  ,Intel Integrated UHD,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty,4.15,33,15292, 2 Threads,SSD,14.1 inches, 1366 x 768 pixels,0
https://cdn1.smartprix.com/rx-iizh9GqQ2-w280-h280/asus-tuf-gaming-a15.webp,Asus TUF Gaming A15 FA566NFR-HN260W Laptop,7th Gen AMD Ryzen 7 7435HS,Octa Core,8 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.1,66,54990, 16 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i6pzqtZb0-w280-h280/msi-modern-15-h-c13m.webp,MSI Modern 15 H C13M Laptop,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),16 GB RAM,1 TB  ,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.7,52,54990, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-ieKdtNl7s-w280-h280/hp-victus-15-fa0333t.webp,HP Victus 15-fa0333TX Gaming Laptop,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.2,59,66700, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i4xVTkqLi-w280-h280/asus-tuf-gaming-a15.webp,Asus TUF Gaming A15 FA566NC-HN083WS Laptop,7th Gen AMD Ryzen 5 7535HS,Hexa Core,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.4,69,71990, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-irTiMsp2w-w280-h280/hp-15-fc0155au-lapto.webp,HP 15-fc0155AU Laptop,7th Gen AMD Ryzen 5 7520U,Quad Core,8 GB LPDDR5 RAM,512 GB  ,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.25,56,34499, 8 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iqUUmyuh9-w280-h280/hp-14-gr1023tu-lapto.webp,HP 14-gr1023TU Laptop,Intel Core Ultra 7 155H,16 Cores (6P + 8E + 2LP-E),16 GB DDR5 RAM,512 GB  ,Intel Integrated Intel Arc,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.75,64,83990, 22 Threads,SSD,14 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-ik4Y1QvKF-w280-h280/hp-14-gr1022tu-lapto.webp,HP 14-gr1022TU Laptop,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),16 GB DDR5 RAM,512 GB  ,Intel Arc Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.3,57,70990, 18 Threads,SSD,14 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-ivLK9svnC-w280-h280/thomson-neo-15-in-n1.webp,Thomson Neo 15 IN-N15I712 Laptop,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),16 GB LPDDR4 RAM,512 GB  ,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.5,56,37990, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iNZsloWbR-w280-h280/acer-aspire-3-14-a32.webp,Acer Aspire 3 14 A324-45 Laptop,Intel Celeron N4500,Dual Core,8 GB LPDDR4X RAM,256 GB  ,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty,4.25,39,20990, 2 Threads,SSD,14 inches, 1366 x 768 pixels,0
https://cdn1.smartprix.com/rx-iNZsloWbR-w280-h280/acer-aspire-3-a324-4.webp,Acer Aspire 3 A324-45 Laptop,Intel Celeron N4500,Dual Core,8 GB LPDDR4X RAM,512 GB  ,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty,4.35,41,21990, 2 Threads,SSD,14 inches, 1366 x 768 pixels,0
https://cdn1.smartprix.com/rx-iYyMmOIZh-w280-h280/thomson-neo-15-in-n1.webp,Thomson Neo 15 IN-N15I Laptop,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),16 GB LPDDR4 RAM,512 GB  ,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.7,55,33490, 12 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iW78s4fM6-w280-h280/hp-chromebook-14a-nf.webp,HP Chromebook 14a-nf0017tu Laptop,Intel Core i3 N305,Octa Core,8 GB LPDDR5 RAM,256 GB  ,Intel Integrated UHD,"14 inches, 1080 x 1920 pixels, Touch Screen",Chrome OS,1 Year Warranty,4.45,41,43221, 8 Threads,HDD,14 inches, 1080 x 1920 pixels,1
https://cdn1.smartprix.com/rx-iGasycaEI-w280-h280/honor-magicbook-art.webp,Honor MagicBook Art 14 2024 Laptop,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),32 GB LPDDR5 RAM,1 TB  ,Intel ARC Graphics,"14.6 inches, 3120 x 2080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,4.3,72,97990, 18 Threads,SSD,14.6 inches, 3120 x 2080 pixels,1
https://cdn1.smartprix.com/rx-iqlzdOiia-w280-h280/acer-aspire-3d-15-sp.webp,Acer Aspire 3D 15 SpatialLabs Edition A3D15-71GM 3D Laptop,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 3840 x 2160 pixels",Windows 11 OS,2 Year Warranty,4.4,72,174990, 16 Threads,SSD,15.6 inches, 3840 x 2160 pixels,0
https://cdn1.smartprix.com/rx-iAZEG2d4b-w280-h280/lenovo-ideapad-5-14a.webp,Lenovo Ideapad 5 ‎14AHP9 2-in-1 83DR003DIN Laptop,8th Gen AMD Ryzen 5 8645HS,Hexa Core,16 GB LPDDR5X RAM,512 GB  ,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,4.5,63,72149, 12 Threads,SSD,14 inches, 1920 x 1200 pixels,1
https://cdn1.smartprix.com/rx-iluq6gACS-w280-h280/acer-aspire-3-a325-4.webp,Acer Aspire 3 A325-45 Laptop,Intel Celeron N4500,Dual Core,8 GB LPDDR4X RAM,512 GB  ,Intel UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty,4.2,34,23389, 2 Threads,SSD,15.6 inches, 1366 x 768 pixels,0
https://cdn1.smartprix.com/rx-i4qDKdISf-w280-h280/microsoft-surface-pr.webp,Microsoft Surface Pro 11 2024 ‎ZHY-00032 Laptop,Qualcomm Snapdragon X Plus,10 Cores,16 GB LPDDR5x RAM,256 GB  ,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,4.5,50,109990,,SSD,13 inches, 2880 x 1920 pixels,1
https://cdn1.smartprix.com/rx-iJPiJkDaT-w280-h280/microsoft-surface-pr.webp,Microsoft Surface Pro 11 ‎ZIB-00031 Laptop,Qualcomm Snapdragon X Elite,12 Cores,16 GB LPDDR5x RAM,1 TB  ,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,4.45,53,175990,,SSD,13 inches, 2880 x 1920 pixels,1
https://cdn1.smartprix.com/rx-iJLqHVTur-w280-h280/dell-inspiron-7441-p.webp,Dell Inspiron 7441 Plus AI Laptop,Qualcomm Snapdragon X Plus X1P-64-100,10 Cores,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,"14 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,4.15,56,95990,,SSD,14 inches, 2560 x 1600 pixels,1
https://cdn1.smartprix.com/rx-ipp0UUrzb-w280-h280/acer-aspire-lite-un.webp,Acer Aspire Lite UN.34ESI.005 Gaming Laptop,13th Gen Intel Core i3 1305U,5 Cores (1P + 4E),8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.35,52,32993, 6 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-i9bJyC2vD-w280-h280/dell-xps-13-9345-ai.webp,Dell XPS 13 9345 AI Laptops,Qualcomm Snapdragon X Plus X1E-80-100,12 Cores,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,4.5,55,144990,,SSD,13.4 inches, 1920 x 1200 pixels,1
https://cdn1.smartprix.com/rx-iQiKawVuP-w280-h280/infinix-zero-book-ul.webp,Infinix Zero Book Ultra AI PC ZL514 Laptop,Intel Core Ultra 9 Series 1 185H,16 Cores (6P + 8E + 2LP-E),32 GB LPDDR5X RAM,1 TB  ,Intel Integrated Intel Arc,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.7,65,79990, 22 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iQiKawVuP-w280-h280/infinix-zero-book-ul.webp,Infinix Zero Book Ultra AI ZL514 Laptop,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),16 GB LPDDR5X RAM,512 GB  ,Intel Integrated Intel Arc,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.7,59,64990, 22 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
https://cdn1.smartprix.com/rx-iLd5X8DBL-w280-h280/dell-vostro-3520-lap.webp,Dell Vostro 3520 Laptop,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8 GB DDR4 RAM,512 GB  ,Intel Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,4.05,57,37990, 8 Threads,SSD,15.6 inches, 1920 x 1080 pixels,0
